year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.25,595,149,Europe and Central Asia,C011,5.1,9.8,7.385227869,37202000,15.33059693,138.2268103,73.921,13.4,615,0.0176,0.0611,1.524,154.6,56,53.63758214,18.80141289,93.8437378,6.62
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.248,117,29,Europe and Central Asia,C017,5.2,9.2,10.30761175,21500000,24.32530937,236.4646806,75.98,15.1,702.6,0.0231,0.168,0.542,173.2,82,53.63758214,17.5,93.12945208,8.47
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.167,162,27,Europe and Central Asia,C017,5.7,9.8,10.1730123,23569000,24.76359143,236.2251979,76.179,16.5,680.9,0.0233,0.143,1.277,161.1,80,53.63758214,15.8,92.27230923,8.3
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.223,197,44,Europe and Central Asia,C017,6.1,10.1,10.04413136,24421000,24.83541502,235.9433619,76.378,13.8,874,0.0331,0.185,0.908,195.2,78,53.63758214,16.3,92.8437378,8.24
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.108,167,18,Europe and Central Asia,C017,5.7,9.8,10.23785344,24884000,24.72610401,235.5221782,76.575,14.4,704.2,0.0221,0.218,0.699,178.9,79,53.63758214,16.4,92.98659494,8.21
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.106,283,30,Europe and Central Asia,C017,5.4,9.5,11.22409039,24220000,24.34755083,234.9396374,76.771,15.4,732.4,0.0248,0.161,0.714,187.1,80,53.63758214,17.3,93.27230923,8.24
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.125,311,39,Europe and Central Asia,C017,4.2,8.1,11.09305836,26875000,24.3104757,234.6069082,76.966,15.9,775,0.0294,0.189,2.486,180.9,79,53.63758214,16.9,92.98659494,8.25
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.098,386,38,Europe and Central Asia,C017,5.7,9.9,10.78559602,28374000,24.58692844,230.3046333,77.16,15.5,669.4,0.0236,0.204,0.432,156.3,80,53.63758214,17.2,92.70088066,8.38
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.107,438,47,Europe and Central Asia,C017,5.2,9.4,10.86672294,30411000,24.56152126,230.7506255,77.17,13,704.2,0.0253,0.183,1.22,186.3,79,53.63758214,15.7,92.70088066,8.34
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.154,630,97,Europe and Central Asia,C017,5.2,9,11.01513219,31545000,23.58071964,231.1557126,77.18,13.5,720.4,0.029,0.23,1.401,176.4,78,53.63758214,17.1,92.12945208,8.28
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.17,642,109,Europe and Central Asia,C017,6.6,10.6,11.05153939,32999000,22.98406717,232.1080539,77.19,13.5,700,0.0246,0.175,1.277,172.9,79,53.63758214,17.3,91.98659494,8.23
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.147,971,143,Europe and Central Asia,C017,6,10.2,11.25123199,34970000,23.04162579,234.1529869,77.2,12.1,650.4,0.02,0.181,1.78,167.1,81,53.63758214,17.2,91.8437378,8.13
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.145,1422,206,Europe and Central Asia,C017,5.8,9.8,11.25628352,35555000,22.71025861,235.7129294,77.224,11.8,688.2,0.0255,0.208,1.365,175.6,81,53.63758214,17,91.41516637,8.06
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.126,1892,238,Europe and Central Asia,C017,5.8,9.8,11.34278204,37452000,22.4239148,236.5887226,77.261,11.9,808,0.0264,0.156,0.809,196.3,81,53.63758214,16.5,91.41516637,8
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.121,1790,217,Europe and Central Asia,C017,6.2,10.6,11.48118857,38881000,22.74966633,237.2940123,77.312,12.3,550.7,0.0178,0.206,2.51,136.5,80,53.63758214,15.8,91.41516637,8
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.129,2108,272,Europe and Central Asia,C017,6.2,10.5,11.35078976,39563000,22.83735916,237.8229543,77.376,10,661.6,0.0218,0.104,1.753,174.2,80,53.63758214,16.53684211,91.41516637,8
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.139,2662,370,Europe and Central Asia,C017,6.4,10.8,12.4497765,12449000,21.55996341,238.0173188,77.453,9.1,648.6,0.0197,0.157,2.006,159.4,80,53.63758214,16.53684211,91.41516637,8
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.148,2864,424,Europe and Central Asia,C017,5.4,9.5,16.38160417,71072269.92,17.79494803,237.7191191,77.54310933,9.9,753.7,0.0339,0.161,1.65,177.7,80,53.63758214,16.53684211,92.09593856,8.005502107
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.13,2980,387,Europe and Central Asia,C017,6.4,10.7,24.64446366,238049809.8,10.41528314,236.7701254,77.646328,9.6,595.1,0.0211,0.165,1.51,157,79,53.63758214,16.53684211,92.10688961,8.01650632
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.023,309,7,Europe and Central Asia,C012,6.2,9.3,9.348544026,27138000,16.29170521,136.53595,86.293,10.8,823.5,0.0207,0.027,2.175,187.9,94,53.63758214,17,87.70746069,3.69
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.012,340,4,Europe and Central Asia,C012,6.2,9.4,9.542314346,26870000,15.98013353,137.340525,86.487,10.6,741.3,0.0198,0.0238,1.654,180.1,93,53.63758214,16.7,87.70746069,3.57
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.029,347,10,Europe and Central Asia,C012,5.5,8.7,10.69676076,26571000,15.54124258,138.077375,86.654,11.5,693.8,0.0144,0.0214,1.435,175.5,93,53.63758214,16.7,87.42174641,3.49
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.031,356,11,Europe and Central Asia,C012,3.7,6.9,10.63310056,26730000,15.73355271,138.692075,86.795,11.4,729.4,0.0221,0.0347,0.425,164.2,93,53.63758214,17.5,87.99317498,3.5
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.055,403,22,Europe and Central Asia,C012,5.8,8.9,10.4256399,25811000,16.0640059,139.2643,86.957,13.5,789.7,0.0167,0.0259,1.054,161.2,94,53.63758214,18.3,88.85031784,3.13
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.037,355,13,Europe and Central Asia,C012,5.1,8.3,10.54281723,26402000,15.63349608,139.7893,87.142,9.7,754.5,0.0432,0.0265,1.596,184.6,90,53.63758214,17.4,90.70746069,3.13
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.029,410,12,Europe and Central Asia,C012,5.2,8.4,10.35184285,26516000,15.53842377,140.3733,87.292,9.3,661.4,0.0145,0.0246,0.797,164.5,91,53.63758214,17.5,90.42174641,3.07
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.047,386,18,Europe and Central Asia,C012,6.9,10,10.33893402,28070000,15.55640592,141.086875,87.41,11.1,804,0.0209,0.0247,2.527,174.7,92,53.63758214,17.1,90.27888926,2.69
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.046,437,20,Europe and Central Asia,C012,6,9.2,10.38755834,28209000,15.74458883,142.087075,87.526,9.2,810.9,0.0189,0.0201,2.141,178.7,91,53.63758214,17.5,89.42174641,2.53
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.024,458,11,Europe and Central Asia,C012,5.9,8.9,10.28890878,28692000,15.81834884,143.20025,87.642,8.8,647.3,0.02,0.0211,2.1,165.7,90,53.63758214,17,90.99317498,2.6
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.025,484,12,Europe and Central Asia,C012,5.8,8.8,10.12673161,30736000,16.04328751,144.1245,87.757,8.6,907.6,0.0185,0.0222,1.616,188.6,88,53.63758214,16.2,93.56460355,2.61
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.052,422,22,Europe and Central Asia,C012,6,9.4,10.11938016,30801000,16.25019074,144.8409,87.874,10.4,573.4,0.02,0.0244,2.672,148.2,88,53.63758214,15.6,93.13603212,2.43
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.033,491,16,Europe and Central Asia,C012,6.3,9.5,9.931276216,33093000,16.29055653,145.36055,87.994,9.1,811.8,0.0205,0.0233,2.561,183.3,87,53.63758214,15.18374347,93.27888926,2.6
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.044,503,22,Europe and Central Asia,C012,6.7,9.9,10.43941416,15595000,15.14255853,145.7851,88.116,7.6,710.1,0.029,0.0241,2.361,167.9,88,53.63758214,14.76748694,92.99317498,2.6
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.035,514,18,Europe and Central Asia,C012,5.6,8.7,12.59812978,45329299.97,11.73207707,146.2220571,88.23892788,7.9,700.5,0.0359,0.03,1.321,158.1,88,53.63758214,14.35123042,91.13626567,1.840584912
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.024,494,12,Europe and Central Asia,C012,6.2,9.5,17.28441745,171696899.9,5.037285814,146.7730713,88.36178363,8.3,619.7,0.03,0.0324,2.394,160.2,90,53.63758214,13.93497389,91.15318063,0.198245265
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.171,70,12,Europe and Central Asia,C047,8.2,13.8,7.795639878,92563000,28.44458174,87.4654972,77.263,13.5,643.7,0.0259,0.0246,1.031,126,70,53.63758214,25.4,94.70088066,3.34
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.116,389,45,Europe and Central Asia,C047,9.2,14.6,7.898480663,96152000,27.90028036,88.97614934,77.502,14.2,595.4,0.0496,0.0392,0.361,122.3,68,53.63758214,24.2,95.98659494,3.29
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.152,441,67,Europe and Central Asia,C047,8.4,13.9,7.995819013,98907000,27.69695279,90.61490052,77.74,14.1,692.6,0.0314,0.042,0.721,134.5,67,53.63758214,26,95.12945208,3.25
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.132,547,72,Europe and Central Asia,C047,8.5,13.9,8.43460016,97670000,26.71599737,92.12932237,77.976,12.5,625.3,0.0418,0.0305,0.575,127.5,65,53.63758214,25.4,95.70088066,3.2
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.161,540,87,Europe and Central Asia,C047,9,14.5,9.131900063,91899000,24.92775412,92.97506517,78.21,13,815.1,0.048,0.0372,0.662,152.3,61,53.63758214,24.1,94.55802351,3.16
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.178,749,133,Europe and Central Asia,C047,8.4,13.8,9.137086253,93744000,25.55512649,93.15193096,78.442,11.6,553.5,0.0645,0.0656,1.083,118.9,61,53.63758214,23.2,94.98659494,3.11
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.163,839,137,Europe and Central Asia,C047,9,14.6,9.18280757,99187000,26.51604475,93.50783588,78.673,12.2,538.7,0.0348,0.0428,0.446,109.8,62,53.63758214,24.7,95.12945208,3.05
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.164,853,140,Europe and Central Asia,C047,8.5,14.1,9.14532402,98128000,27.89189567,93.50683713,78.902,11.7,701.3,0.0353,0.0216,0.508,136.3,65,53.63758214,24.3,94.41516637,2.99
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.176,825,145,Europe and Central Asia,C047,8.5,13.9,9.043090372,103231000,28.99343154,93.2009456,79.133,10.4,649.6,0.0605,0.0739,0.655,132.1,59,53.63758214,25.6,94.12945208,2.96
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.185,872,161,Europe and Central Asia,C047,9.2,14.8,9.078899707,107144000,29.73562422,92.92273645,79.366,10.3,512,0.0557,0.0664,0.838,109.6,60,53.63758214,27.8,94.98659494,2.97
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.227,872,198,Europe and Central Asia,C047,8.9,14.7,9.121246399,109834000,28.68404396,92.95268592,79.602,11.9,654.1,0.0325,0.0464,1.3,128.4,58,53.63758214,29.1,95.41516637,2.98
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.214,842,180,Europe and Central Asia,C047,9.1,14.6,8.955824866,115561000,28.44684327,93.04926296,79.84,10.4,490.6,0.0511,0.0617,1.562,109.5,58,53.63758214,28.1,95.70088066,2.97
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.184,861,158,Europe and Central Asia,C047,9,14.8,8.957493115,121717000,29.49172613,93.27091015,80.08,11.2,797.9,0.0286,0.0201,1.103,144.3,57,53.63758214,27.4,94.27230923,2.97
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.186,1120,208,Europe and Central Asia,C047,8.9,14.4,9.023779125,124456000,29.77552444,93.66979208,80.321,10.6,594.9,0.0601,0.0556,1.016,117.2,58,53.63758214,26.9,95.12945208,2.97
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.218,1107,241,Europe and Central Asia,C047,8.8,14.6,8.877025504,126170000,29.38731451,94.3508089,80.565,10.6,632.9,0.0509,0.0475,1.811,129.3,62,53.63758214,26.9,94.70088066,2.97
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.168,1226,206,Europe and Central Asia,C047,9.3,14.9,10.65533975,36410000,26.73799188,94.81538375,80.81,10.2,637.4,0.0448,0.0443,0.89,126.9,62,53.63758214,26.9,94.27230923,2.97
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.17,1175,200,Europe and Central Asia,C047,9,14.5,16.63369906,240622124.4,20.10450692,94.5294678,81.05372205,10.3,551.9,0.0457,0.0539,0.809,116,61,53.63758214,26.9,95.87140057,2.96964041
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.225,1412,318,Europe and Central Asia,C047,9.7,15.4,28.95021092,795375373.1,7.897755182,92.99448418,81.29416616,12.1,1739.2,0.0425,0.0246,1.094,99.2,60,53.63758214,26.9,96.0157018,2.968921229
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.378,37,14,Europe and Central Asia,C014,2.5,6.2,5.039820478,3378000,25.5319138,31.95977825,68.735,9.4,619.7,0.00634,0.101,0.511,147.6,64,53.63758214,12.5,88.14285714,5.38
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.286,42,12,Europe and Central Asia,C014,2.8,6.6,4.748945142,3378000,24.62085995,31.77188016,68.607,11,538.9,0.00737,0.0366,0.726,141.7,67,53.63758214,10.7,95.14285714,5.55
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.178,45,8,Europe and Central Asia,C014,3.1,6.7,4.973579284,3378000,24.41262812,31.62727058,68.479,10.6,683.5,0.00926,0.101,0.602,178.3,65,53.63758214,11.6,95.71428571,5.48
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.3,40,12,Europe and Central Asia,C014,4.1,7.3,5.711505997,3828000,23.36596207,31.5425808,68.351,9.9,760.7,0.0135,0.156,0.937,190.7,66,53.63758214,11.3,95.57142857,5.63
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.214,42,9,Europe and Central Asia,C014,1.3,5,6.314848849,4369000,23.99957149,31.41012031,68.094,10.6,723.6,0.013,0.183,2.325,178.3,65,53.63758214,10.6,94.71428571,5.27
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.125,32,4,Europe and Central Asia,C014,2.2,5.7,5.822571254,5007000,23.47876115,31.20301958,67.974,8.8,830.8,0.0143,0.192,0.939,194.7,64,53.63758214,11.4,94.42857143,5.53
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.154,39,6,Europe and Central Asia,C014,3.5,7,6.355839835,5804000,25.25321102,30.24028065,68.269,9.5,615.7,0.00683,0.0863,1.254,163.3,69,53.63758214,11.8,93.28571429,5.01
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.204,54,11,Europe and Central Asia,C014,3.2,6.6,6.701625104,5942000,25.41050145,30.2689211,68.563,7.1,665,0.0143,0.113,1.396,161.7,70,53.63758214,12.3,93.14285714,4.76
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.091,55,5,Europe and Central Asia,C014,3.2,6.3,6.606041121,6145000,26.48121464,30.816,68.717,6.3,754.4,0.0117,0.137,0.616,186.9,71,53.63758214,13.3,92.71428571,4.69
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.167,48,8,Europe and Central Asia,C014,3.4,7,6.705707844,6033000,26.38665909,30.9234386,68.88,8.2,525.2,0.00549,0.142,2.049,141.8,73,53.63758214,13.2,90.85714286,4.57
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.058,69,4,Europe and Central Asia,C014,3.7,7.2,6.630772401,6103000,25.58628588,31.03854971,69.051,6.5,702,0.0105,0.0967,1.04,186.4,74,53.63758214,12.03148556,90.57142857,4.57
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.127,79,10,Europe and Central Asia,C014,4.9,8.2,7.401750397,1695000,22.90851264,31.09992982,69.229,6.4,678.5,0.00858,0.143,1.117,176.1,75,53.63758214,11.61032415,90.28571429,4.57
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.149,87,13,Europe and Central Asia,C014,2.8,6.3,10.12966181,12153346.66,17.03516348,30.98922337,69.41300426,7.2,671.8,0.0128,0.0919,1.727,173.3,74,53.63758214,11.61032415,92.88520312,4.426306321
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.153,85,13,Europe and Central Asia,C014,3.4,7,15.83502224,40102039.99,6.794656016,30.64502685,69.60201279,6.7,577.5,0.00676,0.127,0.655,166.6,74,53.63758214,11.61032415,92.90902995,4.018918963
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.153,98,15,Europe and Central Asia,C015,-1,3.1,8.287995755,3140000,22.19061803,17.22346761,82.905,7.2,621.7,0.00907,0.238,1.092,182,96,53.63758214,19.6,93.81841352,7.05
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.076,158,12,Europe and Central Asia,C015,-1.4,2.8,8.284675129,3375000,21.25458361,17.31698399,83.037,8.5,511.4,0.00834,0.17,1.003,169.8,96,53.63758214,19.2,93.81841352,6.99
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.085,176,15,Europe and Central Asia,C015,-1,3,8.082621339,3519000,21.37723407,17.39195633,83.168,7.8,640,0.00939,0.23,0.88,199.3,94,53.63758214,19.6,92.94786561,6.73
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.063,175,11,Europe and Central Asia,C015,-0.7,3.2,8.343182907,3583000,21.17243229,17.48403751,83.299,6.8,694.9,0.0125,0.315,0.832,208.9,90,53.63758214,19.9,92.94786561,6.57
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.079,229,18,Europe and Central Asia,C015,-1.7,2.4,9.161227166,3423000,20.96934672,17.56785456,83.429,7,550.4,0.0076,0.237,1.339,175,89,53.63758214,19.8,93.37643704,6.25
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.098,275,27,Europe and Central Asia,C015,-3.1,1.1,9.142632343,3670000,21.44969483,17.64841066,83.77,7.6,567.5,0.0117,0.217,1.276,178.3,92,53.63758214,20,93.51929418,5.85
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.108,269,29,Europe and Central Asia,C015,-0.6,3.5,9.223211986,4192000,20.82776811,17.73099477,84.313,6.9,636,0.0115,0.221,1.174,191.4,94,53.63758214,21.7,93.37643704,5.52
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.064,327,21,Europe and Central Asia,C015,-2.2,1.8,9.585994891,4226000,20.19279512,17.81556155,84.841,6.6,722.1,0.0148,0.384,1.104,213.1,90,53.63758214,20.8,93.37643704,5.3
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.104,327,34,Europe and Central Asia,C015,-1.1,3.3,9.805528071,2797000,20.53725714,17.89783145,85.125,6.2,542.1,0.0108,0.26,1.229,176.3,89,53.63758214,19.7,92.94786561,4.87
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.072,307,22,Europe and Central Asia,C015,-0.6,3.5,9.781280949,2731000,20.44188252,17.97200303,85.175,7.3,552.2,0.00832,0.237,1.187,170.2,89,53.63758214,20.4,92.80500846,4.53
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.047,341,16,Europe and Central Asia,C015,-0.2,3.7,9.645361948,2622000,21.43538431,18.03011089,85.225,5.7,636,0.0138,0.348,1.442,206.7,90,53.63758214,19.8,92.23357989,4.35
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.06,352,21,Europe and Central Asia,C015,-0.8,3.1,9.378103775,2789000,22.16519705,18.08200783,85.275,5.4,642.6,0.0135,0.386,1.532,188.6,89,53.63758214,19.3,90.13603212,3.97
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.061,377,23,Europe and Central Asia,C015,-1.3,2.5,9.126824785,3180000,21.98470459,18.12389445,85.325,4.7,619.9,0.0109,0.294,1.496,194.9,85,53.63758214,17.6,89.85031784,3.28
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.049,391,19,Europe and Central Asia,C015,-1.1,3.2,9.045246671,3224000,21.43918396,18.14795012,85.382,5.8,493.5,0.0106,0.277,0.986,155.5,85,53.63758214,18.3,91.13603212,3.61
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.063,462,29,Europe and Central Asia,C015,-1.3,2.8,8.908005955,3290000,19.80098518,18.16736091,85.446,5,644.3,0.0117,0.268,1.32,200.3,86,53.63758214,19.00062129,91.13603212,3.61
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.037,433,16,Europe and Central Asia,C015,0.3,4.3,9.362166944,896000,18.65169156,18.19287688,85.517,4.9,645,0.0132,0.333,1.343,195.5,85,53.63758214,19.36066149,90.56460355,3.61
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.042,451,19,Europe and Central Asia,C015,-1.7,2.4,11.10973588,6616489.093,19.72591887,18.23479531,85.59505372,5.2,626,0.0122,0.337,1.516,181.1,88,53.63758214,19.54568149,90.83337093,4.081280277
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.05,422,21,Europe and Central Asia,C015,-0.7,3.4,14.79777706,21729467.28,24.60525043,18.30386627,85.68016116,5.1,583.5,0.0122,0.312,1.455,183.2,87,53.63758214,19.64076087,90.66882338,5.353840831
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.142,984,140,Europe and Central Asia,C016,7.1,11.4,10.28246185,185829000,27.45205573,115.4005793,77.13,13.3,686,0.0614,0.127,2.201,146,75,53.63758214,26.5,82.81183349,7.22
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.122,1004,122,Europe and Central Asia,C016,7.8,12,10.45180608,193882000,28.72668309,116.2039039,77.377,13.6,822.4,0.0771,0.176,1.204,154.4,74,53.63758214,25.9,84.24040492,7.11
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.141,1302,184,Europe and Central Asia,C016,7.5,11.7,10.37538821,193319000,28.90340187,116.9225067,77.621,13.8,837,0.0744,0.204,1.946,159.7,73,53.63758214,26.9,84.09754777,7.06
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.142,1223,174,Europe and Central Asia,C016,7.2,11.4,10.56195834,193571000,29.37361153,117.576245,77.868,14.4,943.3,0.0831,0.214,2.13,176.8,69,53.63758214,26.7,86.369857,6.9
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.174,1219,212,Europe and Central Asia,C016,7.4,11.8,11.35070566,192369000,29.3205471,118.1810825,78.117,15.8,819.6,0.0587,0.144,1.695,159.6,69,53.63758214,27.5,86.65557129,6.66
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.178,1186,211,Europe and Central Asia,C016,6.5,10.7,11.29070527,189826000,29.55669401,118.7649414,78.369,16.1,850.9,0.0736,0.156,0.242,167.6,68,53.63758214,26.6,85.55802351,6.43
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.2,1622,324,Europe and Central Asia,C016,7.9,12.4,11.24806475,196595000,29.79473684,119.3395993,78.622,15.7,734.6,0.0664,0.146,1.354,141.6,70,53.63758214,26.9,87.98659494,6.36
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.18,1722,310,Europe and Central Asia,C016,7.3,11.6,11.3640761,197522000,29.70904632,119.9185473,78.878,14.1,880,0.0755,0.142,1.54,165.5,71,53.63758214,27.3,89.55802351,6.34
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.172,1862,320,Europe and Central Asia,C016,7.1,11.2,11.4745468,204410000,29.6975381,120.5395767,79.135,14.5,941.6,0.0941,0.242,1.424,179.2,71,53.63758214,27.2,90.41516637,6.28
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.187,1780,333,Europe and Central Asia,C016,8.3,12.6,11.55961489,206599000,29.66719385,121.1053224,79.394,11.5,944.2,0.0849,0.24,2.591,176.6,69,53.63758214,28.4,90.55802351,6.2
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.164,1925,316,Europe and Central Asia,C016,7.9,12.2,11.45628603,203302000,27.73507328,121.5367021,79.655,12.2,723.1,0.0617,0.163,2.613,149.1,70,53.63758214,28.9,91.12945208,6.13
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.156,1968,307,Europe and Central Asia,C016,7.6,11.8,11.50008073,203042000,24.98901037,121.857823,79.917,11.2,819.6,0.0802,0.185,2.151,161.7,69,53.63758214,29.2,90.98659494,6.06
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.139,1710,238,Europe and Central Asia,C016,7.6,12,11.37595256,207274000,24.28123296,122.2119706,80.18,10.8,739.3,0.0685,0.158,1.487,152.3,70,53.63758214,27.5,90.98659494,5.98
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.16,1896,303,Europe and Central Asia,C016,8.3,12.7,11.23465814,211998000,24.21782071,122.6508802,80.444,10.7,875.8,0.0989,0.266,2.157,165.2,72,53.63758214,27.1,91.55802351,5.91
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.127,2076,264,Europe and Central Asia,C016,8,12.4,10.79584072,217877000,24.83544638,123.0702941,80.709,9.6,853.9,0.0742,0.13,1.452,165.9,69,53.63758214,27.30774406,92.27230923,5.91
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.126,3583,451,Europe and Central Asia,C016,8.4,12.8,11.92559868,117109000,23.28100842,123.4046994,80.975,8.9,825.6,0.0821,0.244,3.317,159.2,69,53.63758214,27.48480178,92.27230923,5.91
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.121,3850,466,Europe and Central Asia,C016,7.4,11.7,16.62087464,204333703.3,16.4978771,123.5926676,81.24199879,10.1,837.5,0.104,0.279,1.938,158.8,71,53.63758214,27.6357059,94.3814822,5.832143223
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.113,3498,395,Europe and Central Asia,C016,8.6,13.2,26.74776698,854253109.9,1.632950876,123.5686858,81.50999637,10.6,656.3,0.0838,0.246,2.062,134,72,53.63758214,27.76431963,95.07379475,5.606429668
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.092,358,33,Europe and Central Asia,C054,6.4,9.5,8.418978802,29970000,18.57931157,249.6639772,79.915,11.9,1207.5,0.0275,0.336,1.116,183.9,86,53.63758214,16.7,86.56460355,3.72
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.062,258,16,Europe and Central Asia,C054,6.5,9.7,8.682833436,32713000,18.45210556,251.5058901,80.199,12.5,1326.9,0.0311,0.315,1.25,204.5,86,53.63758214,16.8,87.42174641,3.54
