year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.05,189,9,Sub-Saharan Africa,C028,17.6,22.9,4.751121222,638000,18.17900494,139.1419919,15.144,19.2,1059.9,0.653,0.756,0.997,83.2,27,15.39555735,5.3,94.81183349,1.1,-2.92568843,1.840549633,13.36609513,3.005682604,4.942656136
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.033,2649,87,Europe and Central Asia,C032,7.1,10.8,9.087745508,10739000,33.95440843,484.1854562,83.636,14.5,750.4,0.185,0.57,0.391,172.9,87,53.63758214,10.6,93.13603212,4.34,-3.348871563,2.451005098,16.18939263,2.740840024,6.184531202
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.014,1573,22,Europe and Central Asia,C035,22,27.7,7.917562786,4070000,16.65839848,12.76044781,77.95,39.5,64,0.000844,0,0.838,13.2,88,53.63758214,17.4,91.70746069,5.03,-4.186619838,2.912350665,15.2191538,3.701301974,2.621798376
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.02,1071,21,East Asia and Pacific,C033,6,10.7,8.655069269,2409000,22.77776219,15.89229425,86.4,7.2,1550.6,0.0973,0.214,1.204,166.4,96,53.63758214,23.7,85.79842843,6.2,-3.844050022,3.206803244,14.6947227,2.104134154,2.826857556
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.044,206,9,Europe and Central Asia,C038,11.6,16.5,5.800777444,65115000,31.02148025,124.5144522,61.341,13.2,676.2,0.135,0.0746,1.561,112.2,37,53.63758214,22.9,88.42857143,6.47,-3.057140902,3.173878459,17.99166551,2.653241965,4.832420909
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.098,1259,123,Europe and Central Asia,C039,23.2,28,9.363991201,11282000,36.51595474,115.0353996,58.137,80,40.9,0.000435,0,1.652,14.6,66,53.63758214,17.7,97,3.48,-2.210602703,2.928523524,16.23871918,4.394449155,4.753895314
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.41,39,16,Europe and Central Asia,C040,-9.4,-4.6,5.056693899,6037000,20.53304021,92.15479607,53.305,16.2,490.5,0.0392,0.12,0.253,157,31,53.63758214,8.4,95.69330802,6.74,-0.363222803,2.240709689,15.61341792,2.844909384,4.534262583
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.017,717,12,Europe and Central Asia,C044,11,18.2,7.837437686,1617000,28.25751642,99.64587885,51.758,26.3,446.9,0.03,0.00843,0.629,64.1,64,53.63758214,11.8,94.56460355,4.77,-4.001254139,2.549445171,14.29608376,3.306886702,4.611608206
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.015,3539,53,Europe and Central Asia,C048,-0.4,3.9,8.081937662,4729000,17.64326776,22.29221704,84.43,9,671.4,0.0143,0.252,0.881,183.1,92,53.63758214,14.7,84.72086575,2.89,-4.121067632,2.753660712,15.36922453,2.302585093,3.148119272
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.04,10233,409,North America,C055,3.3,9.6,14.63622744,183178000,53.69443478,32.56739985,80.099,11.1,764.7,0.0512,0.128,1.026,107.6,73,53.63758214,29.3,91.8437378,3.18,-3.154402342,3.411147713,19.02596892,2.493205453,3.513555353
2006,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.3,427,128,Latin America and the Caribbean,C056,21.2,25.8,8.089712008,883000,43.16394407,30.72624114,87.98,20.9,2010.7,0.417,0.644,0.674,159.3,23,53.63758214,13.1,76.38326206,0.9,-0.845397622,2.646174797,13.69108161,3.086486637,3.457144135
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.089,2525,225,Europe and Central Asia,C003,3.7,8,9.545275645,20773000,27.20098749,100.5269874,58.249,14.8,1149.3,0.139,0.271,2.137,173.9,81,53.63758214,17.5,80.70088066,7.75,-2.31583032,2.917770732,16.84916467,2.76000994,4.620324649
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.039,1451,57,Europe and Central Asia,C005,7.1,11.2,9.170662396,7045000,25.81640634,350.9147952,97.505,18,963.5,0.0198,0.236,1.883,198.3,71,53.63758214,22.9,92.70088066,6.27,-3.180134997,3.173878459,15.76782885,2.944438979,5.863389087
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.228,127,29,Europe and Central Asia,C007,7.1,12.1,6.133598966,7726000,44.25013695,69.47185342,71.278,28.2,681,0.065,0.0313,1.883,89.2,41,53.63758214,17.8,94.26473659,6.46,-1.216557045,2.93385687,15.86010195,3.374168709,4.255213388
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.183,109,20,Europe and Central Asia,C010,13.8,18.9,5.42193343,2671000,56.21895722,116.2200216,67.982,20.1,460.5,0.013,0,1.938,67.5,53,53.63758214,28.7,92.41516637,3.8,-1.491926579,3.391147046,14.79796387,3.04927304,4.764052695
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.07,2407,168,Europe and Central Asia,C011,4.7,9.1,6.011055055,22625000,16.20757647,133.3181618,73.463,17.5,734.5,0.0219,0.0986,0.814,172.4,52,53.63758214,15.9,98.71428571,7.33,-2.5735794,2.827313622,16.93456609,2.917770732,4.900211327
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.077,974,75,Europe and Central Asia,C017,6.1,10.1,10.04413136,24421000,24.83541502,235.9433619,76.378,13.8,874,0.0331,0.185,0.908,195.2,78,53.63758214,16.3,92.8437378,8.24,-2.472003245,2.850706502,17.01095402,2.694627181,5.467821133
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.032,1756,56,Europe and Central Asia,C012,6.2,9.3,9.348544026,27138000,16.29170521,136.53595,86.293,10.8,823.5,0.0207,0.027,2.175,187.9,94,53.63758214,17,87.70746069,3.69,-3.37975705,2.890371758,17.11644555,2.468099531,4.923885337
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.074,3665,271,Europe and Central Asia,C047,8.4,13.9,7.995819013,98907000,27.69695279,90.61490052,77.74,14.1,692.6,0.0314,0.042,0.721,134.5,67,53.63758214,26,95.12945208,3.25,-2.514465452,3.295836866,18.40969058,2.714694744,4.517593928
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.014,217,3,Europe and Central Asia,C014,3.1,6.7,4.973579284,3378000,24.41262812,31.62727058,68.479,10.6,683.5,0.00926,0.101,0.602,178.3,65,53.63758214,11.6,95.71428571,5.48,-4.186619838,2.533696814,15.03279467,2.451005098,3.48514846
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.015,1948,29,Europe and Central Asia,C015,-1,3,8.082621339,3519000,21.37723407,17.39195633,83.168,7.8,640,0.00939,0.23,0.88,199.3,94,53.63758214,19.6,92.94786561,6.73,-4.121067632,3.025291076,15.0736877,2.174751721,2.911913413
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.025,7840,196,Europe and Central Asia,C016,7.5,11.7,10.37538821,193319000,28.90340187,116.9225067,77.621,13.8,837,0.0744,0.204,1.946,159.7,73,53.63758214,26.9,84.09754777,7.06,-3.625366048,3.328626689,19.07985224,2.694627181,4.770027686
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.094,1828,172,Europe and Central Asia,C054,6.4,9.7,8.674317921,32778000,18.23818836,253.4719258,80.479,12.2,1309.4,0.0344,0.396,1.332,195.1,84,53.63758214,17.7,87.42174641,3.39,-2.256265559,2.928523524,17.30526815,2.58021683,5.539190519
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.076,1232,94,Europe and Central Asia,C018,11.6,16,8.406502776,17284000,36.66234114,85.71352211,75.199,21.2,628.8,0.0849,0.0344,0.946,82.1,46,53.63758214,41.8,91.70088066,4.88,-2.485988316,3.756538103,16.66529183,3.100092289,4.462609836
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.027,860,23,Europe and Central Asia,C009,8.1,12.8,7.398467772,52271000,13.5682326,77.01767207,54.651,20,1063.6,0.0754,0.101,0.79,144.3,41,53.63758214,22.3,96.42857143,5.65,-3.549206793,3.148453361,17.7719523,3.044522438,4.356935366
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.054,1146,62,Europe and Central Asia,C019,7.1,11.9,7.195594749,39379000,32.21142465,112.2171633,67.421,18.1,641.8,0.00752,0.0114,1.08,136.4,53,53.63758214,16.3,97.14943718,7.19,-2.845965908,2.850706502,17.48874326,2.949688335,4.729307774
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.054,1740,94,Europe and Central Asia,C022,7,10.4,7.91256031,8332000,20.76661059,63.85457976,60.94,9.4,1106.6,0.0331,0.448,0.935,209.1,75,53.63758214,22.4,80.81841352,5.1,-2.845965908,3.152736022,15.9356142,2.341805806,4.172147529
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.019,105,2,Europe and Central Asia,C020,-0.5,2.5,8.344842263,539000,17.98240039,3.107890274,93.278,4.7,1274.2,0.0776,0.714,2.142,231,92,53.63758214,18.4,93.85031784,4.12,-3.893859035,2.965273066,13.19747271,1.740466175,1.412909581
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.115,943,108,Europe and Central Asia,C023,10.8,14.8,8.16504502,70271000,22.51246337,197.6149913,67.974,21.4,709.4,0.111,0.113,1.345,116,52,53.63758214,25.5,92.94128557,3.91,-2.033126759,3.277144733,18.06786977,3.109060959,5.291368234
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.068,235,16,Europe and Central Asia,C026,5.8,10,5.730552573,4251000,34.07881262,51.55223357,66.777,14.5,1065.7,0.0366,0.164,2.196,213.5,48,53.63758214,26.1,96.14285714,7.19,-2.604298696,3.299533728,15.26266504,2.740840024,3.9618076
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.04,272,11,Europe and Central Asia,C027,6.1,11.3,6.206461636,914000,14.64388793,186.4441475,87.409,28.7,691.5,0.338,0.388,1.94,113.7,84,53.63758214,20.2,92.94128557,5.67,-3.154402342,3.054001182,13.72558694,3.391147046,5.233480921
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.145,76,11,Europe and Central Asia,C025,11.8,16.9,5.491639549,5209000,39.03608801,35.35965096,67.9,29,604.9,0.0716,0.00836,2.206,76,48,53.63758214,11.9,94.42857143,7.83,-1.768663754,2.557227311,15.46589865,3.401197382,3.59345967
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.47,43,20,Latin America and the Caribbean,C031,14.2,21.5,5.766445003,93582000,56.18167821,55.71283881,76.92,18.6,763.4,0.00446,0.00501,0.503,61.4,35,90.65382877,8.5,96,1.06,-0.119903927,2.251291799,18.35434863,2.975529566,4.038000619
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.128,117,15,Middle East and North Africa,C030,16.5,20.4,8.190223866,1723000,33.19238901,1271.0125,93.857,15.7,407.1,0.0509,0.154,1.398,61.3,58,53.63758214,16.2,78.55802351,7.85,-1.912123151,2.844909384,14.3595781,2.815408719,7.148355571
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.04,132,5,Sub-Saharan Africa,C028,17.6,22.9,5.263243471,735000,21.23329556,143.1423738,15.235,22.7,1170.6,0.734,0.994,0.904,100.6,27,15.37982831,5.6,87.24040492,1.1,-3.154402342,1.887069649,13.50762714,3.165475048,4.970801518
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.043,2546,109,Europe and Central Asia,C032,7.3,11,9.064895386,11008000,34.11057393,485.2398104,84.539,14.8,905.2,0.142,0.473,0.237,195.6,90,53.63758214,10.8,93.56460355,4.31,-3.080658144,2.468099531,16.21413293,2.76000994,6.186701939
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.022,1713,38,Europe and Central Asia,C035,22.2,28,8.063702447,4377000,16.29890756,12.89317005,78.234,42.2,114.9,0.00405,1.10E-06,0.652,9.7,87,53.63758214,16.9,91.70746069,4.86,-3.751037427,2.884800713,15.29187434,3.765840495,2.631397356
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.02,1138,23,East Asia and Pacific,C033,6.3,11,8.344194,2455000,20.70535777,16.0411682,86.34,7.3,1390.9,0.113,0.229,0.816,152.4,94,53.63758214,23.8,84.94128557,6.2,-3.844050022,3.210843653,14.71363773,2.116255515,2.835632075
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.023,256,6,Europe and Central Asia,C038,10.9,15.8,5.871889818,66208000,30.31384862,124.446853,61.229,12.7,859.7,0.0425,0.0813,0.775,125.2,42,53.63758214,24.8,96.14285714,6.42,-3.70745584,3.250374492,18.00831187,2.617395833,4.831882187
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.097,1350,131,Europe and Central Asia,C039,23.2,28.1,9.259821218,6788000,37.2443327,115.2614409,58.749,87.8,34.2,0,0,0.989,8.3,65,53.63758214,18.4,96.42857143,3.44,-2.221861882,2.965273066,15.73066705,4.48638665,4.755841456
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.274,62,17,Europe and Central Asia,C040,-7.6,-2.9,4.962841719,7722000,18.39126335,90.83901866,53.436,14.2,493.9,0.0442,0.157,2.369,157.5,37,53.63758214,9.3,95.69330802,6.54,-0.97215538,2.332143895,15.85958409,2.721295428,4.520037247
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.042,851,36,Europe and Central Asia,C044,11,18.5,7.539382065,1751000,29.76115244,100.2046673,51.983,26.3,458.4,0.0139,0.00326,2.148,70.8,66,53.63758214,12.5,94.42174641,4.66,-3.104690959,2.602689685,14.37569818,3.306886702,4.617144875
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.023,3747,86,Europe and Central Asia,C048,-0.5,3.8,8.025626504,5224000,17.48414265,22.45813998,84.588,7.5,683.3,0.0137,0.283,0.881,185.5,93,53.63758214,15.4,84.86372289,2.86,-3.70745584,2.797281335,15.46877414,2.140066163,3.155217555
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.5,389,194,East Asia and Pacific,C050,5.2,9.8,7.77902719,8347000,18.75071524,351.1687243,88.146,25.9,1705,1.39,0.549,1.804,235.8,57,53.63758214,15.7,91.65457869,13.87,0,2.815408719,15.93741287,3.292126287,5.864110391
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.05,9980,499,North America,C055,3.2,9.4,14.84013277,175299000,53.65125226,32.87861136,80.269,11.5,780.3,0.0432,0.107,1.143,106.8,72,53.63758214,27.9,91.8437378,3.14,-2.92568843,3.363841595,18.98200365,2.525728644,3.522783882
2007,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.29,663,192,Latin America and the Caribbean,C056,21,25.8,7.772301031,898000,48.31311312,31.20582393,88.006,21.6,1572,0.419,0.622,0.76,140.5,20,53.63758214,13.9,72.24040492,1.3,-0.893349163,2.701361213,13.70792646,3.117949906,3.472147304
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.074,2968,220,Europe and Central Asia,C003,3.6,7.8,9.741457373,21935000,26.21240303,100.8421716,57.966,15.1,1065.7,0.154,0.317,1.582,172.9,81,53.63758214,21,80.98659494,7.69,-2.514465452,3.091042453,16.90359414,2.778819272,4.623424278
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.042,1409,59,Europe and Central Asia,C005,6.5,10.7,9.633914622,7165000,24.25081089,353.6979194,97.555,17,912.3,0.0161,0.242,1.256,201.9,73,53.63758214,23.6,93.98659494,6.25,-3.104690959,3.202746443,15.78471876,2.890371758,5.871266496
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.293,147,43,Europe and Central Asia,C007,7.1,12,6.261544583,8533000,44.60959445,68.98592211,71.622,29.1,503.2,0.0426,0.0424,1.177,87.5,36,53.63758214,18.5,94.55045088,6.61,-0.878864326,2.970414466,15.95945167,3.404525172,4.248294109
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.193,119,23,Europe and Central Asia,C010,13.8,19,6.094065198,2631000,57.9243848,118.224026,67.839,21.7,288.4,0.00629,0,1.416,56.8,64,53.63758214,28.7,91.8437378,3.78,-1.426703899,3.391147046,14.78287494,3.122364924,4.781004295
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.1,2738,274,Europe and Central Asia,C011,4.6,9,6.355452294,21850000,19.00500706,134.4459218,73.394,17.9,629.5,0.0202,0.115,1.031,159.1,52,53.63758214,16.3,98.57142857,7.21,-2.188384741,2.850706502,16.89971153,2.939161922,4.90857246
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.048,1613,77,Europe and Central Asia,C017,5.7,9.8,10.23785344,24884000,24.72610401,235.5221782,76.575,14.4,704.2,0.0221,0.218,0.699,178.9,79,53.63758214,16.4,92.98659494,8.21,-2.967794606,2.856470206,17.02973562,2.734367509,5.46604198
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.041,2489,102,Europe and Central Asia,C012,6.2,9.4,9.542314346,26870000,15.98013353,137.340525,86.487,10.6,741.3,0.0198,0.0238,1.654,180.1,93,53.63758214,16.7,87.70746069,3.57,-3.129263666,2.87356464,17.10652102,2.451005098,4.929718218
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.09,3626,326,Europe and Central Asia,C047,8.5,13.9,8.43460016,97670000,26.71599737,92.12932237,77.976,12.5,625.3,0.0418,0.0305,0.575,127.5,65,53.63758214,25.4,95.70088066,3.2,-2.303683391,3.27336401,18.39710502,2.602689685,4.53398909
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.046,262,12,Europe and Central Asia,C014,4.1,7.3,5.711505997,3828000,23.36596207,31.5425808,68.351,9.9,760.7,0.0135,0.156,0.937,190.7,66,53.63758214,11.3,95.57142857,5.63,-3.011563739,2.509599262,15.15785329,2.388762789,3.48254941
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.021,2087,44,Europe and Central Asia,C015,-0.7,3.2,8.343182907,3583000,21.17243229,17.48403751,83.299,6.8,694.9,0.0125,0.315,0.832,208.9,90,53.63758214,19.9,92.94786561,6.57,-3.796510118,3.039749159,15.09171128,2.054123734,2.916907522
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.038,7990,304,Europe and Central Asia,C016,7.2,11.4,10.56195834,193571000,29.37361153,117.576245,77.868,14.4,943.3,0.0831,0.214,2.13,176.8,69,53.63758214,26.7,86.369857,6.9,-3.206491766,3.321432413,19.08115493,2.734367509,4.775556171
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.069,2193,151,Europe and Central Asia,C054,6,9.2,9.079877845,31888000,18.6066155,255.4747034,80.757,11.9,1068.3,0.0365,0.437,0.838,176.2,77,53.63758214,17.9,87.56460355,3.33,-2.588837573,2.939161922,17.27774035,2.557227311,5.547030038
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.099,1460,145,Europe and Central Asia,C018,11.7,16.1,8.841232892,17284000,34.66430663,85.94135764,75.568,21.5,525.9,0.0614,0.0352,0.698,77.7,47,53.63758214,40.8,91.70088066,4.84,-2.199444334,3.73289634,16.66529183,3.113515309,4.465233841
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.038,914,35,Europe and Central Asia,C009,8.2,12.7,7.647478265,51336000,16.16957061,77.00852334,54.819,20.7,1121.7,0.107,0.144,0.593,154.1,44,53.63758214,23.3,96.85714286,5.63,-3.206491766,3.19047635,17.75390284,3.077312261,4.356818094
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.092,1057,97,Europe and Central Asia,C019,7.1,11.9,7.083306466,39554000,32.25332163,112.0208459,67.943,19.1,622.1,0.00788,0.0145,0.881,135.6,51,53.63758214,16,97.14943718,7.11,-2.279745601,2.833213344,17.49317741,3.000719815,4.727572279
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.71,63,45,South Asia,C021,18.2,24.1,3.585137437,5283000,75.50202211,405.8720788,30.246,51.9,1170,0.268,0.302,0.753,56.4,34,59.33857962,9,70.93371294,0.41,0.893349163,2.302585093,15.48000487,3.968403339,6.008498833
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.059,1859,110,Europe and Central Asia,C022,6.5,9.8,9.190703569,8026000,20.67852336,65.16974888,61.141,9.3,1359.8,0.0396,0.543,1.155,242.6,77,53.63758214,21.7,81.67555638,4.85,-2.753660712,3.122364924,15.89819695,2.332143895,4.192223393
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.008,123,1,Europe and Central Asia,C020,-0.7,2.2,8.335803941,561000,17.78685373,3.166224439,93.395,4.9,1061.7,0.0784,0.69,1.495,195.3,89,53.63758214,19.9,94.27888926,3.91,-4.703506087,3.039749159,13.23747797,1.774952351,1.427010215
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.159,767,122,Europe and Central Asia,C023,10.9,14.7,8.558115798,70719000,22.32471268,198.9284758,68.092,19.9,833.4,0.15,0.144,0.836,122.8,48,53.63758214,25.6,92.51271414,3.79,-1.660606199,3.280911216,18.07422485,3.039749159,5.297959682
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.056,304,17,Europe and Central Asia,C026,5.2,9.5,6.266373934,4459000,29.18085347,51.02881532,66.848,15.5,999.9,0.0299,0.189,2.221,209.3,46,53.63758214,25.8,96.57142857,7.18,-2.80813366,3.288401888,15.31043531,2.803360381,3.951797706
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.063,302,19,Europe and Central Asia,C027,6.2,11.3,6.293488754,877000,12.35455872,189.8067944,87.8,28.6,540.5,0.255,0.258,1.279,104.5,83,53.63758214,20.8,93.94128557,5.57,-2.684866866,3.08190997,13.68426341,3.387774361,5.251261368
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.111,90,10,Europe and Central Asia,C025,11.9,17.1,5.547865065,5496000,39.57440101,34.98998827,67.834,28.5,449.5,0.0441,0.00421,2.403,66.2,50,53.63758214,11.9,94.28571429,7.77,-2.072722591,2.557227311,15.51953129,3.384390263,3.583240796
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.53,53,28,Latin America and the Caribbean,C031,14,21.5,5.698869862,92948000,54.08642023,56.42351346,77.222,18,776.1,0.0163,0.0031,0.558,59.5,36,90.65382877,8.7,96.28571429,1.03,0.119903927,2.272125886,18.34755077,2.944438979,4.050453862
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.21,124,26,Middle East and North Africa,C030,16.8,20.4,7.893178218,1832000,35.24590165,1279.309375,93.929,14.8,277.8,0.0576,0.152,1.271,48,58,53.63758214,19.2,78.98659494,7.39,-1.321439834,3.005682604,14.42091937,2.76000994,7.154857027
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.06,88,5,Sub-Saharan Africa,C028,17.3,22.7,5.907041423,742000,20.43768005,147.3209907,15.326,21.6,1145.9,0.86,1.14,0.512,95.5,28,15.36369699,5.9,90.5261192,1.1,-2.736069275,1.931521412,13.51710587,3.117949906,4.999378781
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.046,2272,105,Europe and Central Asia,C032,6.7,10.5,9.299333025,10104000,32.41946766,487.1324941,85.402,16,844.1,0.164,0.488,0.564,192.1,89,53.63758214,10.9,93.70746069,4.27,-3.011563739,2.4765384,16.12844204,2.833213344,6.190586873
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.026,1799,47,Europe and Central Asia,C035,21.6,27.4,7.966941524,4347000,15.81110511,13.05486743,78.526,48.8,32.6,0.000358,0,0.537,10.1,79,53.63758214,15.7,92.27888926,4.64,-3.586600605,2.815408719,15.28499674,3.908014984,2.642968772
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.03,1287,39,East Asia and Pacific,C033,6.4,11,9.122889447,2483000,22.37226157,16.17788918,86.28,7.3,1658.6,0.116,0.239,0.585,163.2,93,53.63758214,29.4,87.65557129,6.2,-3.444339264,3.414442608,14.72497847,2.116255515,2.843623044
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.024,84,2,Europe and Central Asia,C038,11,15.8,6.377614195,59935000,28.79451486,124.4719523,61.116,9.3,928.6,0.0552,0.0225,0.649,123.7,46,53.63758214,26.3,97,6.62,-3.665610827,3.306886702,17.90877122,2.332143895,4.832082246
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.101,1584,160,Europe and Central Asia,C039,23.1,27.9,9.587471949,6962000,37.45085399,115.4277577,59.359,96.5,101.2,0,0,1.162,20.8,61,53.63758214,17.6,96.85714286,3.39,-2.17742195,2.923161581,15.75597749,4.579852378,4.757270975
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.236,55,13,Europe and Central Asia,C040,-7.9,-3.2,4.99900049,8862000,18.86144035,89.33394954,53.567,15.5,473.2,0.0447,0.137,1.532,147.2,38,53.63758214,10,94.97902231,6.57,-1.171815693,2.397895273,15.99728314,2.803360381,4.503513354
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.042,874,37,Europe and Central Asia,C044,11.3,18.6,7.897829905,1958000,27.83929606,100.3323704,52.209,27.4,485.6,0.0152,0.00367,1.523,74.2,67,53.63758214,13,94.42174641,4.74,-3.104690959,2.63905733,14.48743461,3.346389145,4.61840591
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.023,4030,93,Europe and Central Asia,C048,-0.1,4,8.241056056,4555000,17.49855402,22.63377962,84.746,7.9,646.5,0.0126,0.273,0.881,171.6,93,53.63758214,14.5,84.72086575,2.81,-3.70745584,2.740840024,15.33173631,2.186051277,3.162677028
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.24,2678,643,East Asia and Pacific,C051,21.6,26.4,3.456041318,14584000,24.50151188,131.7861751,41.242,27.1,1685.3,0.231,0.324,0.496,137.8,35,84.7016749,15,95.83616516,2.1,-1.149836424,2.772588722,16.49543566,3.335769576,4.888740128
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.46,382,176,East Asia and Pacific,C050,6,10.5,8.088168935,8351000,18.82937873,351.3388203,89.103,24.6,1836.3,1.43,0.541,1.195,243.4,57,53.63758214,14.9,90.27131663,13.71,-0.160021236,2.766319109,15.93789197,3.242592351,5.86459327
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.06,8973,538,North America,C055,2.4,8.6,15.12527011,175703000,52.48954057,33.24368685,80.438,10.5,765.9,0.054,0.117,0.212,106.9,73,53.63758214,27.8,91.98659494,3.13,-2.736069275,3.360375387,18.98430563,2.442347035,3.533502222
2008,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.32,495,158,Latin America and the Caribbean,C056,20.9,25.7,6.404551191,702000,60.15275576,31.66921716,88.031,21.5,2275.8,0.434,0.672,0.518,170.3,19,53.63758214,14.6,70.95469063,1.3,-0.752121183,2.747270914,13.46169011,3.113515309,3.486433263
2009,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.075,2597,195,Europe and Central Asia,C003,3.4,7.6,10.2359352,21355000,27.15328888,101.1066772,57.683,15.8,1204.4,0.192,0.423,1.544,186.6,79,53.63758214,22.5,80.27230923,7.68,-2.500140894,3.157000421,16.87679651,2.821378886,4.626018122
2009,3GCREC,Escherichia coli,Cephalosporins (3rd gen),0.065,1596,104,Europe and Central Asia,C005,6.5,10.7,10.36273867,6815000,23.69958234,356.555251,97.603,17.7,851.4,0.0142,0.168,1.158,193.9,71,53.63758214,24.3,94.12945208,6.15,-2.651960734,3.230804396,15.73463677,2.928523524,5.879289898
