year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.178,1542,274,Europe and Central Asia,C016,6.5,10.7,11.29070527,189826000,29.55669401,118.7649414,78.369,16.1,850.9,0.0736,0.156,0.242,167.6,68,53.63758214,26.6,85.55802351,6.43,-1.525570395,3.317815773,19.06161843,2.839078464,4.785531
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.097,743,72,Europe and Central Asia,C054,4.8,8.2,9.991804397,30398000,19.11805046,259.4401893,81.302,12.6,1375.9,0.0217,0.267,0.05,209,76,53.63758214,18.4,90.13603212,2.93,-2.221861882,2.965273066,17.22988741,2.610069793,5.562373235
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.746,1686,1258,Europe and Central Asia,C018,12.4,16.6,9.598873335,17284000,31.07613162,86.27882855,76.292,18.4,682.2,0.137,0.118,1.276,93.5,35,53.63758214,38.8,91.70088066,4.48,1.07480164,3.683866912,16.66529183,2.965273066,4.46910792
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.555,281,156,Europe and Central Asia,C009,7.3,11.7,7.974504064,49006000,16.59097885,76.75339504,55.155,21,1405.8,0.15,0.275,0.535,175.3,41,53.63758214,23.5,97.28571429,5.78,0.220449342,3.198673118,17.70745332,3.091042453,4.353542216
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.459,512,235,Europe and Central Asia,C019,6,10.7,7.438326423,39904000,33.37442912,110.4608748,68.911,20.6,898,0.0332,0.0529,1.584,165.6,47,53.63758214,16,97.14943718,7.18,-0.164039512,2.833213344,17.50198715,3.072693315,4.713673631
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.85,123,105,South Asia,C021,18.8,24.7,3.335892588,5776000,72.8231755,417.2668481,30.93,50.6,1273.4,0.309,0.323,1.147,60.3,33,59.33857962,10.2,76.36228436,0.47,1.729132292,2.415913778,15.56922213,3.943521672,6.036119621
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.085,318,27,Europe and Central Asia,C022,5.3,8.8,10.54939343,7134000,23.82224481,66.19473073,61.542,9.4,1059,0.025,0.355,2.712,193,80,53.63758214,20.2,75.95469063,2.73,-2.365669068,3.054001182,15.78038279,2.341805806,4.207594833
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.465,701,326,Europe and Central Asia,C023,10.6,14.3,8.929617332,73225000,21.54640754,200.4525156,68.327,18.8,906.5,0.2,0.293,0.104,141.2,39,53.63758214,24.7,92.51271414,3.64,-0.139948527,3.246490992,18.10904746,2.985681938,5.305553699
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.506,81,41,Europe and Central Asia,C026,4.2,8.3,6.717716264,4073000,28.74267133,49.4181412,66.757,16,1010.5,0.0178,0.123,0.766,205.8,50,53.63758214,26.8,95.57142857,7.16,0.023953241,3.325036021,15.21989063,2.833213344,3.920351055
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.051,59,3,Europe and Central Asia,C027,6.3,11.2,6.727831233,805000,14.06858434,196.9162465,88.547,26.4,734.6,0.232,0.25,0.325,135.5,85,53.63758214,20.5,93.94128557,5.37,-2.905218266,3.068052935,13.5985988,3.310543013,5.287843944
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.547,64,35,Europe and Central Asia,C025,13.3,18.4,6.03148983,5042000,39.80853991,33.70811706,67.841,31.7,523.8,0.0545,0.00291,0.704,62.3,43,53.63758214,14,92.14285714,5.68,0.188178089,2.708050201,15.43331359,3.487375078,3.546973581
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.24,51,12,Latin America and the Caribbean,C031,13.7,21.2,5.736888772,81953000,49.78125412,57.88852645,77.815,16.6,805.3,0.0136,0.00871,0.306,60.1,31,90.65383324,8.7,94.57142857,1.05,-1.149836424,2.272125886,18.22165648,2.867898902,4.075646275
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.123,57,7,Middle East and North Africa,C030,17,20.6,7.961416197,1815000,35.42435424,1295.3375,94.072,13.4,326,0.0404,0.00144,1.243,56.3,56,53.63758214,19.9,78.70088066,4.52,-1.957365028,3.039749159,14.41159658,2.667228207,7.16729826
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.79,39,31,Sub-Saharan Africa,C028,18,23.2,4.979109412,746000,15.22518152,156.1139372,15.544,21.1,1012.5,0.703,0.813,1.03,94.9,34,15.33671202,6.5,91.24040492,1.1,1.321439834,2.014903021,13.52248222,3.095577609,5.056971257
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.072,892,64,Europe and Central Asia,C032,5.1,8.9,10.18036736,10883000,31.56370358,492.5998814,87.134,15.9,796.1,0.199,0.614,0.598,178.1,88,53.63758214,10.9,93.56460355,4.05,-2.543649298,2.4765384,16.20271259,2.827313622,6.201725232
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.021,479,10,Europe and Central Asia,C035,22.3,28.2,8.915191342,4767000,15.26832333,13.38626233,79.102,43,43.2,0.0034,0,1.104,12,86,53.63758214,16.9,92.27888926,4.3,-3.796510118,2.884800713,15.37722794,3.784189634,2.666273746
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.16,366,59,East Asia and Pacific,C033,6.7,11.3,9.601695786,2530000,21.72939323,16.52310964,86.16,7.3,1583.1,0.115,0.231,1.426,161.8,93,53.63758214,35.8,89.94128557,2.75,-1.653187295,3.605497845,14.74373026,2.116255515,2.863520561
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.397,232,92,Europe and Central Asia,C038,11.2,16,6.471724704,58340000,28.64995959,124.2092007,60.892,9.8,842.4,0.13,0.159,1.122,125.1,53,53.63758214,20.2,96.71428571,6.61,-0.417122193,3.054001182,17.88179854,2.379546134,4.829985944
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.283,580,164,Europe and Central Asia,C039,23.8,28.8,10.03266089,6756000,33.43551741,115.4394585,60.567,93.8,61.6,0,0,2.001,13.2,60,53.63758214,17.5,96.57142857,3.37,-0.927495331,2.917770732,15.7259417,4.551769409,4.757371468
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.224,196,44,Europe and Central Asia,C044,11.4,18.8,8.572185198,2049000,27.63506591,101.6858266,52.658,31.3,562.8,0.0221,0.00425,0.685,75.8,64,53.63758214,12.9,93.56460355,4.57,-1.239339948,2.63188884,14.53286292,3.47506723,4.6316741
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.024,842,20,Europe and Central Asia,C048,-2.9,1.4,8.353416514,5183000,17.51174704,23.02286274,85.056,7.5,666.3,0.0146,0.289,0.881,172.4,92,53.63758214,12.9,84.86372289,2.73,-3.665610827,2.63188884,15.46089479,2.140066163,3.179005991
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.33,2280,752,East Asia and Pacific,C051,22.4,27.4,3.389728323,15936000,26.09715011,133.6305056,43.856,26.1,1624.1,0.211,0.288,1.405,137.3,35,84.7016749,14.7,95.83616516,2.1,-0.706650762,2.753660712,16.58409132,3.299533728,4.90253403
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.52,727,378,East Asia and Pacific,C050,5,9.2,9.060499955,8611000,18.07275369,351.3580247,90.812,26.2,1802.3,0.981,0.446,0.459,238,58,53.63758214,16.7,93.98560234,13.51,0.079882772,2.87356464,15.96855113,3.303216973,5.864647774
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.16,3039,486,North America,C055,3.1,9.1,16.09899908,162275000,51.13159415,33.81578008,80.772,9.4,726.2,0.0502,0.121,0.695,102.5,71,53.63758214,28.6,91.55802351,3.05,-1.653187295,3.387774361,18.90480299,2.341805806,3.550070735
2010,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.76,794,603,Latin America and the Caribbean,C056,21.4,26.2,6.829588113,535000,62.11984079,32.55486877,88.083,24.6,1821.9,0.525,0.749,1.227,156.7,20,53.63758214,16,72.85714286,1.1,1.149836424,2.833213344,13.1900239,3.242592351,3.513181973
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.133,795,106,Europe and Central Asia,C003,3.5,8,10.04585988,23012000,27.31097491,101.6922322,57.115,16.9,929.9,0.133,0.29,1.373,142.5,78,53.63758214,20.3,86.12945208,7.68,-1.868351915,3.058707073,16.95152642,2.884800713,4.631736478
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.136,668,91,Europe and Central Asia,C005,6.9,11.2,10.39882554,7494000,23.81827878,364.5397622,97.698,16.7,778.6,0.0163,0.188,1.289,170.4,75,53.63758214,24.9,94.12945208,6.05,-1.842748581,3.254242969,15.82961339,2.87356464,5.901375062
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.81,121,98,Europe and Central Asia,C007,6,11,7.082331679,8713000,45.86948976,67.68909359,72.638,30.5,523.9,0.0325,0.0421,0.422,82.7,33,53.63758214,19.6,95.42857143,6.45,1.445994626,3.025291076,15.98032684,3.449987546,4.229590432
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.41,83,34,Europe and Central Asia,C010,13.8,18.5,6.516639026,2626000,51.64036945,123.9270563,67.406,24,532.4,0.0181,0,1.22,72.8,63,53.63758214,26.9,93.55802351,3.51,-0.363222803,3.328626689,14.78097271,3.218875825,4.827730017
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.52,1287,669,Europe and Central Asia,C011,4.2,8.8,6.93400849,22810000,16.30564748,135.9068756,73.185,20.6,594.8,0.0175,0.127,0.715,133.9,44,53.63758214,16.4,97.41516637,7.06,0.079882772,2.856470206,16.94270964,3.072693315,4.919300955
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.125,519,65,Europe and Central Asia,C017,5.7,9.9,10.78559602,28374000,24.58692844,230.3046333,77.16,15.5,669.4,0.0236,0.204,0.432,156.3,80,53.63758214,17.2,92.70088066,8.38,-1.939084184,2.901421594,17.16098383,2.803360381,5.443735601
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.111,637,71,Europe and Central Asia,C012,5.8,8.9,10.4256399,25811000,16.0640059,139.2643,86.957,13.5,789.7,0.0167,0.0259,1.054,161.2,94,53.63758214,18.3,88.85031784,3.13,-2.072722591,2.960105096,17.06631135,2.674148649,4.9435285
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.134,1145,153,Europe and Central Asia,C047,9,14.6,9.18280757,99187000,26.51604475,93.50783588,78.673,12.2,538.7,0.0348,0.0428,0.446,109.8,62,53.63758214,24.7,95.12945208,3.05,-1.859764198,3.246490992,18.41251753,2.58021683,4.54868275
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.395,43,17,Europe and Central Asia,C014,3.3,6.9,5.809582138,4907000,23.58578053,31.31490918,67.965,8.7,661.8,0.00982,0.135,0.629,168.2,64,53.63758214,11.1,94.42857143,5.36,-0.425465775,2.493205453,15.40617352,2.272125886,3.475528708
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.025,404,10,Europe and Central Asia,C015,-0.6,3.5,9.223211986,4192000,20.82776811,17.73099477,84.313,6.9,636,0.0115,0.221,1.174,191.4,94,53.63758214,21.7,93.37643704,5.52,-3.625366048,3.122364924,15.24868874,2.066862759,2.930179626
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.253,1654,418,Europe and Central Asia,C016,7.9,12.4,11.24806475,196595000,29.79473684,119.3395993,78.622,15.7,734.6,0.0664,0.146,1.354,141.6,70,53.63758214,26.9,87.98659494,6.36,-1.080068711,3.328626689,19.09665634,2.815408719,4.79031774
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.053,935,50,Europe and Central Asia,C054,6.3,9.6,9.984782843,31886000,19.11201905,261.4756748,81.57,13.1,1160.6,0.0277,0.331,0.851,181.7,78,53.63758214,18.7,90.85031784,2.88,-2.865370456,2.980618636,17.27767763,2.646174797,5.57015841
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.758,1665,1262,Europe and Central Asia,C018,11,15.3,9.178018446,17284000,34.11079454,86.1512723,76.649,19,642.1,0.0735,0.0579,0.883,83.8,34,53.63758214,39.9,91.70088066,4.47,1.138940334,3.711130063,16.66529183,2.995732274,4.467645371
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.482,299,144,Europe and Central Asia,C009,7.9,12.6,7.645371845,49969000,18.02869382,76.48884997,55.322,24.1,799.6,0.0386,0.133,0.086,124.3,40,53.63758214,22.9,96.71428571,5.84,-0.07188723,3.173878459,17.72691339,3.222867846,4.350134055
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.531,431,229,Europe and Central Asia,C019,6,11.2,7.470823674,41304000,33.78292868,110.1483155,69.358,23.5,443.4,0.00605,0.0632,0.394,103.6,46,53.63758214,15.7,97.14943718,7.19,0.123910795,2.815408719,17.53646993,3.198673118,4.710865485
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.92,192,177,South Asia,C021,18.3,24.2,3.246342764,6309000,70.25712556,422.9871589,31.276,53.9,1151.6,0.273,0.347,0.959,59.4,31,59.43491763,10.9,70.40759374,0.63,2.431010882,2.4765384,15.6574879,4.005513349,6.049703169
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.076,304,23,Europe and Central Asia,C022,6.6,9.9,10.65152077,7630000,28.10568561,66.484018,61.742,9.2,1176.9,0.0312,0.446,0.91,234,75,53.63758214,22.9,85.24040492,2.62,-2.485988316,3.173878459,15.84759853,2.32238772,4.211890799
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.459,627,288,Europe and Central Asia,C023,10.8,14.9,8.776312534,75866000,22.98705967,200.797547,68.444,20.8,690.4,0.137,0.238,0.559,113,39,53.63758214,24.9,92.51271414,3.52,-0.164039512,3.254242969,18.1444792,3.08190997,5.307264952
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.606,137,83,Europe and Central Asia,C026,5.6,10.1,6.435773392,4504000,29.49601268,48.31533012,66.741,15.4,831.5,0.0329,0.11,0.957,181.4,48,53.63758214,29.6,93.85714286,7.43,0.429643026,3.421000009,15.32047667,2.797281335,3.898234988
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.354,48,17,Europe and Central Asia,C027,5.3,10.6,6.027924583,874000,16.58465687,201.342029,88.906,29.2,439.6,0.229,0.205,1.343,99.7,85,53.63758214,24.1,94.08414271,5.28,-0.600228505,3.222867846,13.6808368,3.407841924,5.309959478
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.385,65,25,Europe and Central Asia,C025,11.7,16.5,5.682865451,5538000,36.50257022,33.09992447,67.869,28.2,791.9,0.0753,0.00785,1.151,82.9,42,53.63758214,16.4,91.57142857,5.88,-0.467409594,2.856470206,15.52714416,3.374168709,3.529295169
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.41,32,13,Latin America and the Caribbean,C031,14.2,22,5.518836074,75732000,47.19611711,58.72089354,78.111,18.7,682.7,0.00442,0.0132,1.026,55.2,30,90.65382861,8.3,97.57142857,1.04,-0.363222803,2.2300144,18.14271136,2.980618636,4.089681935
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.135,52,7,Middle East and North Africa,C030,16.1,20.1,8.47417604,1916000,35.55555555,1300.8375,94.141,14.6,398,0.0396,0.0229,1.013,61.2,56,53.63758214,21.6,89.8437378,4.38,-1.851230023,3.117949906,14.46575076,2.747270914,7.171532007
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.69,48,33,Sub-Saharan Africa,C028,17.4,22.6,5.149317127,767000,13.92924436,160.6501273,15.672,19.1,1222.4,0.672,0.932,0.771,100.1,30,15.32587675,7.1,95.24040492,1.3,0.798346912,2.091864062,13.55024338,3.000719815,5.085434292
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.068,867,59,Europe and Central Asia,C032,6.9,10.8,10.25648114,11300000,31.60243409,495.0496441,87.879,15.9,763.5,0.178,0.563,0.673,167.3,89,53.63758214,11,84.27230923,3.84,-2.604298696,2.48490665,16.24031337,2.827313622,6.206676011
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.029,421,12,Europe and Central Asia,C035,22,27.7,8.792938086,4963000,15.57692308,13.56103865,79.455,46.4,40.7,0.00634,9.89E-06,0.84,10.5,90,53.63758214,16.9,92.27888926,4.19,-3.478158423,2.884800713,15.41752116,3.858622229,2.678349376
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.13,416,54,East Asia and Pacific,C033,6.6,11.2,9.525808089,2617000,21.22119498,16.64957654,86.1,7.5,1723.9,0.0956,0.211,0.852,165.4,95,53.63758214,38.2,92.55802351,2.82,-1.894444654,3.668676747,14.77753956,2.140066163,2.870711791
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.597,278,166,Europe and Central Asia,C038,11.3,16.4,6.286804866,60745000,28.97423035,124.2962969,60.78,10.5,741.6,0.0758,0.0986,1.615,107.7,55,53.63758214,19.6,97,6.63,0.392175876,3.025291076,17.92219535,2.442347035,4.830681308
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.354,616,218,Europe and Central Asia,C039,23.4,28,9.716763338,7264000,35.44179266,115.2697893,61.167,93.3,44.9,0,0,1.444,13.3,61,53.63758214,17.7,96.85714286,3.37,-0.600228505,2.928523524,15.79844134,4.54648119,4.755913261
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.682,466,318,Europe and Central Asia,C043,5.4,10.3,7.306631636,12583000,27.89274994,112.2605224,54.42,21.8,1172.7,0.0919,0.219,0.74,155.5,40,53.63758214,14.1,98.57142857,6.05,0.761303757,2.714694744,16.34785733,3.126760536,4.729690673
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.302,232,70,Europe and Central Asia,C044,10.7,18.1,8.547454446,2236000,27.7342711,101.8982925,52.883,27,486.6,0.0227,0.00507,0.84,70.5,59,53.63758214,13.2,93.70746069,4.62,-0.835917937,2.653241965,14.62019956,3.33220451,4.633741049
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.023,943,22,Europe and Central Asia,C048,-0.1,4.1,10.4536867,11567000,15.51828923,23.19737801,85.297,8.2,726,0.0183,0.334,0.881,186.8,93,53.63758214,12.9,76.85714286,2.7,-3.70745584,2.63188884,16.26366686,2.219203484,3.186244281
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.33,2482,819,East Asia and Pacific,C051,21.6,26.4,3.568256208,19230000,23.38223445,134.4963613,44.698,27.3,1825,0.27,0.49,0.36,142,34,84.73123732,15.3,95.83616516,2.1,-0.706650762,2.791165108,16.77198217,3.342861805,4.908944786
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.51,804,410,East Asia and Pacific,C050,4.6,9.1,10.47352384,6219000,16.25937635,350.7078189,91.069,23.1,1750.4,0.995,0.425,1.667,224.6,61,53.63758214,20.6,94.00658004,13.4,0.039925462,3.072693315,15.64311984,3.18221184,5.862800771
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.17,2576,438,North America,C055,2.9,9.1,16.01974463,147271421.9,51.05164191,34.06244395,80.944,9.5,802.6,0.0586,0.128,0.537,108.8,71,53.63758214,29.2,92.41516637,2.97,-1.580966238,3.407841924,18.80778786,2.351375257,3.557130585
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.67,504,338,Latin America and the Caribbean,C056,21,25.8,7.177066439,625000,57.08923359,32.98697239,88.108,22.7,1855.4,0.474,0.736,0.601,159.5,19,53.63758214,17.6,74.14285714,0.93,0.706650762,2.923161581,13.34550853,3.165475048,3.525977286
2011,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.6,1584,950,Sub-Saharan Africa,C045,7.5,12.2,7.944344012,12097000,41.03651838,43.2311906,62.746,21.7,1666.6,0.16,0.249,1.354,125.5,41,43.34615481,21.8,72.57142857,2.3,0.404633507,3.126760536,16.30846813,3.122364924,3.78943021
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.118,859,101,Europe and Central Asia,C003,3.5,7.8,10.22568435,24151000,27.12621384,102.1569438,57.147,14.3,1101.5,0.178,0.353,1.783,175.1,69,53.63758214,19.8,89.12945208,7.67,-2.004201707,3.034952987,16.99983639,2.727852828,4.636251555
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.165,540,89,Europe and Central Asia,C005,6.3,10.5,10.50906167,7560000,23.37721029,366.8075297,97.744,14.9,961,0.0182,0.188,1.13,210.4,75,53.63758214,24.9,94.98659494,5.99,-1.616640825,3.254242969,15.83838188,2.766319109,5.907559784
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.748,127,95,Europe and Central Asia,C007,6.8,12,7.516807941,8867000,49.20127076,67.2981577,72.975,25.7,653.6,0.0482,0.022,1.678,87,41,53.63758214,19.7,95,6.61,1.085349495,3.0301337,15.99784719,3.284663565,4.223882793
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.92,76,70,Europe and Central Asia,C004,3,6.8,5.11175194,6130000,33.80178661,46.5593029,75.697,16.9,772.9,0.0139,0.0759,1.561,169.8,31,53.63758214,17.4,86.85714286,11.27,2.431010882,2.912350665,15.62870547,2.884800713,3.861977414
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.231,65,15,Europe and Central Asia,C010,14.6,19.2,6.551058835,2635000,53.13879255,125.1683983,67.261,25.2,733.5,0.0498,0.000289,1.809,84.8,66,53.63758214,25.1,93.41516637,3.46,-1.199653143,3.261935314,14.78439412,3.265759411,4.837617509
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.54,1399,755,Europe and Central Asia,C011,4,8.6,6.982134285,25750000,16.4556052,136.0971773,73.197,18.5,664.1,0.0204,0.0887,0.97,162,49,53.63758214,15.6,97.55802351,6.93,0.160021236,2.809402695,17.06394522,2.970414466,4.920689998
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.13,664,86,Europe and Central Asia,C017,5.2,9.4,10.86672294,30411000,24.56152126,230.7506255,77.17,13,704.2,0.0253,0.183,1.22,186.3,79,53.63758214,15.7,92.70088066,8.34,-1.894444654,2.815408719,17.23031498,2.63905733,5.445661903
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.105,621,65,Europe and Central Asia,C012,5.1,8.3,10.54281723,26402000,15.63349608,139.7893,87.142,9.7,754.5,0.0432,0.0265,1.596,184.6,90,53.63758214,17.4,90.70746069,3.13,-2.134501319,2.912350665,17.08895036,2.370243741,4.947264447
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.167,1153,193,Europe and Central Asia,C047,8.5,14.1,9.14532402,98128000,27.89189567,93.50683713,78.902,11.7,701.3,0.0353,0.0216,0.508,136.3,65,53.63758214,24.3,94.41516637,2.99,-1.602269423,3.230804396,18.40178332,2.541601993,4.548672182
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.178,90,16,Europe and Central Asia,C014,2.2,5.7,5.822571254,5007000,23.47876115,31.20301958,67.974,8.8,830.8,0.0143,0.192,0.939,194.7,64,53.63758214,11.4,94.42857143,5.53,-1.525570395,2.517696473,15.42634769,2.282382386,3.472060224
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.017,536,9,Europe and Central Asia,C015,-2.2,1.8,9.585994891,4226000,20.19279512,17.81556155,84.841,6.6,722.1,0.0148,0.384,1.104,213.1,90,53.63758214,20.8,93.37643704,5.3,-4.001254139,3.08190997,15.25676671,2.028148247,2.934684269
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.226,1711,387,Europe and Central Asia,C016,7.3,11.6,11.3640761,197522000,29.70904632,119.9185473,78.878,14.1,880,0.0755,0.142,1.54,165.5,71,53.63758214,27.3,89.55802351,6.34,-1.227913012,3.342861805,19.10136053,2.714694744,4.795117156
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.118,931,110,Europe and Central Asia,C054,5.7,8.9,10.01163495,32221000,19.36975501,263.3001901,81.837,11.3,1399,0.0404,0.395,0.576,206.8,74,53.63758214,19.6,91.42174641,2.81,-2.004201707,3.025291076,17.288129,2.509599262,5.577085541
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.709,1459,1034,Europe and Central Asia,C018,11.7,16.2,8.890834009,17284000,36.25056175,85.68666408,77.004,17.9,731.6,0.104,0.0415,0.614,91.8,36,53.63758214,33.5,94.55802351,4.45,0.888511168,3.540959324,16.66529183,2.939161922,4.462300055
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.521,332,173,Europe and Central Asia,C009,8.1,12.8,7.661681882,47185000,17.34779499,76.25541419,55.506,20.4,1037.8,0.0854,0.0661,0.376,144.1,46,53.63758214,22.4,96.42857143,5.89,0.083881484,3.152736022,17.66958662,3.063390922,4.347117
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.43,500,215,Europe and Central Asia,C019,6.5,11.6,7.402005678,43565000,35.15967264,109.5809345,69.678,20.2,524.9,0.00633,0.0101,1.235,124.2,55,53.63758214,14.9,97.14943718,7,-0.28128112,2.766319109,17.58976466,3.054001182,4.705747692
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.86,256,220,South Asia,C021,18.2,24.1,3.329352008,6578000,71.06796396,428.659862,31.634,52,1060,0.269,0.287,0.667,55,36,59.53460088,11.1,75.69330802,0.49,1.809334614,2.493205453,15.69924146,3.970291914,6.062993877
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.095,326,31,Europe and Central Asia,C022,6.4,9.6,10.64534977,7550000,28.25456969,66.76633764,61.942,8.2,1220.4,0.0313,0.468,1.293,237.1,69,53.63758214,23.2,85.38326206,2.54,-2.244691115,3.186352633,15.83705825,2.219203484,4.216065577
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.479,852,408,Europe and Central Asia,C023,10.8,14.9,8.805047061,76293000,24.1231882,201.3395093,68.684,18.9,693,0.146,0.145,0.705,117.8,42,53.63758214,23.8,92.65557129,3.42,-0.083881484,3.210843653,18.15009176,2.990719732,5.309947026
2012,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.64,186,119,Europe and Central Asia,C026,5.1,9.4,6.242779398,4979000,33.24589773,47.67165013,66.864,13.2,996,0.0331,0.133,1.37,216.3,54,53.63758214,27.7,93.71428571,7.45,0.574151499,3.356897123,15.42073983,2.653241965,3.885096728
